request_id,purchase_type,amount,department,request_date,approval_route,total_time_hours,return_count,rejection_reason,clarification_count,final_status
11426,Простая,50000.0,IT,2026-07-01,Manager → Procurement,23.06,1,,3,Одобрена
12763,Простая,9986.01,Marketing,2026-07-01,Manager → Procurement,4.5,0,Не согласовано руководителем,0,Отклонена
11213,IT,198153.26,Sales,2026-07-01,Manager → IT → Finance → Procurement,18.78,0,,0,Одобрена
11756,IT,84499.32,IT,2026-07-01,Manager → IT → Finance → Procurement,22.75,1,,3,Одобрена
14624,Юридическая,625843.08,Finance,2026-07-01,Manager → Finance → Legal → Procurement,71.13,0,,0,Одобрена
13033,Простая,12780.16,HR,2026-07-01,Manager → Procurement,11.14,0,,0,Одобрена
12232,IT,182717.99,Marketing,2026-07-01,Manager → IT → Finance → Procurement,56.98,0,,0,В процессе
14462,Простая,11875.92,IT,2026-07-02,Manager → Procurement,3.73,0,Не согласовано руководителем,0,Отклонена
11393,Простая,21441.81,Marketing,2026-07-02,Manager → Procurement,1.34,0,,0,Одобрена
12602,IT,70234.65,Administration,2026-07-02,Manager → IT → Finance → Procurement,3.82,0,Некорректные данные,0,Отклонена
12486,Простая,8942.43,Operations,2026-07-02,Manager → Procurement,1.11,0,Некорректные данные,0,Отклонена
13074,IT,84691.68,Sales,2026-07-02,Manager → IT → Finance → Procurement,17.11,0,,0,Одобрена
14543,Юридическая,371539.89,Sales,2026-07-02,Manager → Finance → Legal → Procurement,73.02,0,,1,Одобрена
11362,Простая,10736.6,HR,2026-07-02,Manager → Procurement,17.8,0,Недостаточно бюджета,0,Отклонена
11359,IT,108472.75,Sales,2026-07-02,Manager → IT → Finance → Procurement,42.51,0,,0,Одобрена
10084,Простая,14876.72,IT,2026-07-02,Manager → Procurement,6.63,0,,0,Одобрена
14182,Простая,21881.05,IT,2026-07-02,Manager → Procurement,3.75,0,Некорректные данные,0,Отклонена
10578,IT,95871.72,Finance,2026-07-02,Manager → IT → Finance → Procurement,26.13,0,,1,Одобрена
13985,Простая,10656.04,HR,2026-07-02,Manager → Procurement,5.34,0,,1,Одобрена
14029,Простая,30209.68,IT,2026-07-02,Manager → Finance → Procurement,20.25,0,,1,Одобрена
13461,Простая,14650.45,Administration,2026-07-02,Manager → Procurement,8.71,0,,0,Одобрена
14704,Простая,15132.41,Marketing,2026-07-03,Manager → Procurement,11.86,0,,1,Одобрена
14771,IT,300000.0,Sales,2026-07-03,Manager → IT → Finance → Procurement,23.31,0,Некорректные данные,0,Отклонена
10342,Юридическая,239815.49,IT,2026-07-03,Manager → Finance → Legal → Procurement,29.31,0,,0,Одобрена
14872,Простая,30593.01,Operations,2026-07-03,Manager → Procurement,1.0,0,,0,Одобрена
11747,IT,87628.06,HR,2026-07-03,Manager → IT → Finance → Procurement,19.87,0,,1,Одобрена
12376,Простая,8553.95,IT,2026-07-03,Manager → Procurement,9.98,0,,0,Одобрена
14657,Юридическая,830313.77,Sales,2026-07-03,Manager → Finance → Legal → Procurement,47.82,0,,1,Одобрена
12566,Простая,30662.99,Operations,2026-07-03,Manager → Procurement,5.99,0,Не согласовано руководителем,1,Отклонена
13975,Простая,13550.62,Marketing,2026-07-03,Manager → Procurement,6.61,0,,0,Одобрена
12175,Простая,3903.54,Sales,2026-07-03,Manager → Procurement,4.53,0,,1,Одобрена
13408,Простая,9593.11,Finance,2026-07-03,Manager → Procurement,11.06,0,,0,Одобрена
14739,Простая,12876.87,HR,2026-07-03,Manager → Procurement,1.0,0,,0,Одобрена
13243,Юридическая,366652.39,Administration,2026-07-03,Manager → Finance → Legal → Procurement,66.39,0,,0,Одобрена
10931,Простая,6593.98,Administration,2026-07-03,Manager → Procurement,25.68,1,,1,Одобрена
13283,Простая,18469.21,Sales,2026-07-03,Manager → Procurement,7.58,0,,0,Одобрена
14905,IT,88080.64,HR,2026-07-03,Manager → IT → Finance → Procurement,47.4,2,,4,Одобрена
13315,Простая,14952.63,Marketing,2026-07-04,Manager → Procurement,12.35,0,,1,Одобрена
14074,Простая,7722.83,Finance,2026-07-04,Manager → Procurement,5.42,0,,1,Одобрена
13351,Простая,7689.5,Administration,2026-07-04,Manager → Procurement,8.32,0,,1,Одобрена
14451,IT,114733.19,Administration,2026-07-04,Manager → IT → Finance → Procurement,48.7,0,,1,Одобрена
11868,Простая,5985.99,IT,2026-07-04,Manager → Procurement,5.55,0,,0,Одобрена
14102,IT,57072.66,Sales,2026-07-04,Manager → IT → Finance → Procurement,34.42,0,,0,Одобрена
13899,Простая,50000.0,Marketing,2026-07-04,Manager → Procurement,1.0,0,,0,Одобрена
13544,Простая,40453.79,Administration,2026-07-04,Manager → Procurement,5.15,0,,0,Одобрена
10806,Простая,11357.78,Finance,2026-07-04,Manager → Procurement,9.28,0,Некорректные данные,0,Отклонена
10822,IT,79567.41,Operations,2026-07-04,Manager → IT → Finance → Procurement,59.2,1,,3,Одобрена
12647,IT,87571.19,IT,2026-07-04,Manager → IT → Finance → Procurement,18.42,0,,0,Одобрена
11700,IT,105995.14,HR,2026-07-04,Manager → IT → Finance → Procurement,41.94,1,,2,В процессе
13751,Простая,14444.34,Finance,2026-07-05,Manager → Procurement,11.94,0,,0,Одобрена
14534,Простая,14606.78,Sales,2026-07-05,Manager → Procurement,9.12,0,,0,Одобрена
12836,IT,182562.49,Marketing,2026-07-05,Manager → IT → Finance → Procurement,43.55,0,,1,Одобрена
11434,Простая,10912.17,Administration,2026-07-05,Manager → Procurement,19.92,1,,1,Одобрена
10614,Юридическая,142060.46,Finance,2026-07-05,Manager → Finance → Legal → Procurement,59.33,0,,1,Одобрена
10327,IT,73929.18,HR,2026-07-05,Manager → IT → Procurement → Finance,42.81,0,,1,Одобрена
12352,Юридическая,157043.67,IT,2026-07-05,Manager → Finance → Legal → Procurement,45.78,0,,1,Одобрена
11060,IT,105976.34,Operations,2026-07-05,Manager → IT → Finance → Procurement,23.93,1,,1,Одобрена
12414,IT,148120.15,HR,2026-07-05,Manager → IT → Finance → Procurement,42.32,1,,2,Одобрена
10636,Простая,13376.01,Finance,2026-07-05,Manager → Procurement,1.34,0,,0,Одобрена
14641,Простая,5659.47,Finance,2026-07-05,Manager → Procurement,13.29,0,,1,Одобрена
14159,Простая,18781.4,Marketing,2026-07-05,Manager → Procurement,15.45,0,,0,Одобрена
10407,Простая,43069.94,Sales,2026-07-05,Manager → Procurement,9.34,0,,0,Одобрена
10024,Юридическая,199411.53,HR,2026-07-05,Manager → Finance → Legal → Procurement,97.34,0,,0,Одобрена
11166,Юридическая,100000.0,Finance,2026-07-05,Manager → Finance → Legal → Procurement,123.04,1,,3,Одобрена
12678,IT,113878.36,Administration,2026-07-05,Manager → IT → Finance → Procurement,34.2,0,,1,Одобрена
14120,Простая,27791.31,Operations,2026-07-05,Manager → Procurement,19.11,0,,1,Одобрена
13358,Простая,7486.27,IT,2026-07-05,Manager → Procurement,17.87,0,,0,Одобрена
13801,Простая,5395.28,IT,2026-07-06,Manager → Procurement,9.53,0,,1,Одобрена
11301,Простая,10274.38,Marketing,2026-07-06,Manager → Procurement,7.64,0,,0,В процессе
11229,Юридическая,525348.27,Sales,2026-07-06,Manager → Finance → Legal → Procurement,41.47,0,,1,Одобрена
11295,Простая,13712.09,IT,2026-07-06,Manager → Procurement,6.6,0,,0,Одобрена
12646,Юридическая,475755.45,Marketing,2026-07-06,Manager → Finance → Legal → Procurement,52.17,0,,0,Одобрена
13750,Простая,11458.24,Sales,2026-07-06,Manager → Procurement,14.16,0,,0,Одобрена
14145,Простая,9750.37,IT,2026-07-06,Manager → Procurement,6.47,0,,1,Одобрена
14456,Простая,20071.54,IT,2026-07-06,Manager → Procurement,12.5,0,,0,Одобрена
13272,IT,224329.69,IT,2026-07-06,Manager → IT → Finance → Procurement,36.71,0,,0,Одобрена
11487,Юридическая,392846.21,Marketing,2026-07-06,Manager → Finance → Legal → Procurement,55.87,1,,1,Одобрена
12677,Простая,10085.1,Marketing,2026-07-06,Manager → Procurement,24.1,1,,3,Одобрена
12177,Простая,31621.04,IT,2026-07-06,Manager → Procurement,1.8,0,,1,Одобрена
11571,Простая,17678.94,Finance,2026-07-06,Manager → Procurement,10.98,0,,0,Одобрена
11384,Юридическая,1774245.82,Operations,2026-07-06,Manager → Finance → Legal → Procurement,64.95,0,,0,Одобрена
10414,Юридическая,112562.12,IT,2026-07-06,Manager → Finance → Legal → Procurement,52.64,0,,0,Одобрена
14060,IT,78231.81,Operations,2026-07-06,Manager → IT → Finance → Procurement,26.61,0,,0,Одобрена
12818,IT,55030.2,Finance,2026-07-07,Manager → IT → Finance → Procurement,47.01,0,,0,Одобрена
14486,Простая,50000.0,Marketing,2026-07-07,Manager → Procurement,7.31,0,,0,Одобрена
12299,Простая,15179.56,Administration,2026-07-07,Manager → Procurement,12.08,0,,0,Одобрена
10171,Простая,13132.17,Finance,2026-07-07,Manager → Procurement,4.33,0,,0,Одобрена
11511,Простая,10614.48,Operations,2026-07-07,Manager → Procurement,11.14,0,,0,Одобрена
13264,Простая,7741.84,Administration,2026-07-07,Manager → Procurement,7.39,0,,0,Одобрена
12293,IT,115876.59,Operations,2026-07-07,Manager → IT → Finance → Procurement,47.18,0,,1,Одобрена
11144,IT,38929.07,HR,2026-07-07,Manager → IT → Finance → Procurement,35.41,0,,0,Одобрена
11143,IT,53201.14,IT,2026-07-07,Manager → IT → Finance → Procurement,31.69,0,,0,Одобрена
13696,Простая,10868.83,Sales,2026-07-07,Manager → Procurement,3.1,0,,1,Одобрена
11535,Простая,49990.03,Sales,2026-07-07,Manager → Procurement,4.4,0,,0,Одобрена
11934,IT,91688.44,Finance,2026-07-07,Manager → IT → Finance → Procurement,33.88,0,,0,Одобрена
12870,Простая,10252.94,Finance,2026-07-07,Manager → Procurement,18.37,0,,0,В процессе
11011,IT,43681.71,Operations,2026-07-08,Manager → IT → Finance → Procurement,39.15,1,,3,Одобрена
12692,Простая,7098.67,Sales,2026-07-08,Manager → Procurement,10.3,0,,0,Одобрена
14779,Простая,5141.01,Finance,2026-07-08,Manager → Procurement,1.96,0,,1,Одобрена
14676,Простая,13401.5,IT,2026-07-08,Manager → Procurement,21.48,1,,3,Одобрена
10537,IT,93585.97,Marketing,2026-07-08,Manager → IT → Finance → Procurement,13.08,0,Недостаточно бюджета,0,Отклонена
14444,Юридическая,482712.99,Marketing,2026-07-08,Manager → Finance → Legal → Procurement,46.4,0,,0,Одобрена
11492,IT,46849.55,Finance,2026-07-08,Manager → IT → Finance → Procurement,31.98,0,,0,В процессе
12034,Простая,11873.31,IT,2026-07-08,Manager → Finance → Procurement,33.94,0,,1,Одобрена
11709,Юридическая,729988.63,HR,2026-07-08,Manager → Finance → Legal → Procurement,45.07,0,,0,В процессе
13962,Простая,26774.41,Sales,2026-07-08,Manager → Procurement,4.74,0,,0,Одобрена
12275,Юридическая,745265.11,Finance,2026-07-08,Manager → Finance → Legal → Procurement,38.59,0,,0,Одобрена
14037,Простая,11940.35,Administration,2026-07-08,Manager → Procurement,1.0,0,,0,Одобрена
10162,Юридическая,199332.34,Administration,2026-07-08,Manager → Finance → Legal → Procurement,88.26,1,,1,Одобрена
11933,IT,30000.0,HR,2026-07-08,Manager → IT → Finance → Procurement,33.09,0,,1,Одобрена
14262,Юридическая,142118.72,IT,2026-07-08,Manager → Finance → Legal → Procurement,47.06,0,,0,Одобрена
10477,Простая,24201.78,Marketing,2026-07-08,Manager → Procurement,11.94,1,,2,Одобрена
14410,Простая,20255.3,HR,2026-07-09,Manager → Procurement,5.81,0,,1,Одобрена
12224,Простая,9017.5,IT,2026-07-09,Manager → Procurement,11.87,0,,1,Одобрена
14002,Простая,5833.04,Marketing,2026-07-09,Manager → Procurement,10.07,0,,0,Одобрена
13938,IT,123427.64,IT,2026-07-09,Manager → IT → Finance → Procurement,35.35,0,Недостаточно бюджета,0,Отклонена
13049,Юридическая,226833.26,Sales,2026-07-09,Manager → Finance → Legal → Procurement,69.87,0,,0,В процессе
12714,Простая,32421.49,Marketing,2026-07-09,Manager → Procurement,4.84,0,,0,Одобрена
10828,Простая,8814.36,Marketing,2026-07-09,Manager → Procurement,4.74,0,,0,Одобрена
11907,Простая,10490.87,Finance,2026-07-09,Manager → Procurement,8.05,0,,1,Одобрена
12972,IT,192619.18,IT,2026-07-09,Manager → IT → Finance → Procurement,29.17,0,,0,Одобрена
10290,Простая,14763.63,HR,2026-07-09,Manager → Procurement,7.47,0,,1,Одобрена
13616,IT,110255.96,HR,2026-07-09,Manager → IT → Finance → Procurement,3.61,0,,0,Одобрена
14342,Простая,19455.52,IT,2026-07-09,Manager → Procurement,11.85,0,,1,Одобрена
12074,Юридическая,159389.84,Sales,2026-07-09,Manager → Finance → Legal → Procurement,76.25,0,,1,Одобрена
11365,Простая,11072.71,Operations,2026-07-09,Manager → Procurement,6.19,0,,0,Одобрена
14784,IT,106943.22,Marketing,2026-07-09,Manager → IT → Finance → Procurement,35.06,0,,0,Одобрена
11462,IT,134345.44,Finance,2026-07-09,Manager → IT → Finance → Procurement,33.37,0,,0,Одобрена
11078,Простая,28118.94,Sales,2026-07-09,Manager → Procurement,9.32,0,,1,Одобрена
14272,Простая,16832.86,Operations,2026-07-09,Manager → Finance → Procurement,21.9,0,,1,Одобрена
13414,Простая,7977.4,Marketing,2026-07-09,Manager → Finance → Procurement,23.76,0,,1,Одобрена
13531,Простая,10406.73,HR,2026-07-09,Manager → Procurement,11.67,0,,0,Одобрена
14317,Юридическая,291861.31,Operations,2026-07-09,Manager → Finance → Legal → Procurement,63.44,0,,0,Одобрена
13073,IT,83467.51,Marketing,2026-07-09,Manager → IT → Finance → Procurement,43.01,1,,2,Одобрена
13004,IT,98114.67,IT,2026-07-09,Manager → IT → Finance → Procurement,30.89,0,,0,Одобрена
12156,Юридическая,138668.92,Finance,2026-07-09,Manager → Finance → Legal → Procurement,57.1,0,,0,Одобрена
13002,IT,88796.18,Operations,2026-07-09,Manager → IT → Finance → Procurement,26.65,0,,0,Одобрена
11124,Простая,42059.0,Marketing,2026-07-09,Manager → Finance → Procurement,8.4,0,,1,Одобрена
10435,Простая,9922.29,Finance,2026-07-09,Manager → Procurement,9.91,0,,0,Одобрена
11774,Юридическая,138066.02,Administration,2026-07-10,Manager → Finance → Legal → Procurement,58.63,1,,2,Одобрена
13224,IT,119593.46,Administration,2026-07-10,Manager → IT → Finance → Procurement,47.15,0,,0,Одобрена
11586,Юридическая,1301147.87,Marketing,2026-07-10,Manager → Finance → Legal → Procurement,80.85,0,Недостаточно бюджета,1,Отклонена
10078,IT,30000.0,IT,2026-07-10,Manager → IT → Finance → Procurement,62.77,0,,1,Одобрена
12369,Простая,13500.86,Administration,2026-07-10,Manager → Procurement,14.88,0,,1,Одобрена
13391,Простая,25085.54,Finance,2026-07-10,Manager → Procurement,13.98,0,,0,Одобрена
12497,IT,145643.2,Marketing,2026-07-10,Manager → IT → Finance → Procurement,61.12,2,,6,Одобрена
10758,Юридическая,602725.6,Sales,2026-07-10,Manager → Finance → Procurement → Legal,59.9,0,,0,В процессе
12591,IT,126137.88,Sales,2026-07-10,Manager → IT → Finance → Procurement,35.12,1,,1,Одобрена
12555,Простая,18748.7,Finance,2026-07-10,Manager → Procurement,1.0,0,,0,Одобрена
10243,Простая,13337.3,Marketing,2026-07-10,Manager → Procurement,4.64,0,,0,В процессе
14494,Простая,31442.34,HR,2026-07-10,Manager → Procurement,1.0,0,,0,Одобрена
10355,Простая,6897.77,Administration,2026-07-10,Manager → Procurement,8.35,0,,1,В процессе
12053,Простая,12157.48,Sales,2026-07-10,Manager → Procurement,11.15,0,,0,В процессе
13691,Простая,17471.62,Sales,2026-07-10,Manager → Procurement,6.96,0,,0,Одобрена
11081,Простая,3856.48,IT,2026-07-10,Manager → Procurement,5.64,0,,0,Одобрена
10651,Простая,9152.11,Operations,2026-07-10,Manager → Procurement,16.49,0,,1,Одобрена
13059,Простая,37535.16,Finance,2026-07-11,Manager → Procurement,7.79,0,,0,Одобрена
11307,IT,128625.8,Finance,2026-07-11,Manager → IT → Finance → Procurement,20.65,0,,0,Одобрена
14308,Простая,10631.99,Administration,2026-07-11,Manager → Procurement,4.5,0,,1,Одобрена
12441,Юридическая,587805.24,Operations,2026-07-11,Manager → Finance → Legal → Procurement,101.65,0,,0,Одобрена
13061,IT,52498.44,HR,2026-07-11,Manager → IT → Finance → Procurement,10.28,1,,1,В процессе
12438,IT,78911.44,Sales,2026-07-11,Manager → IT → Finance → Procurement,48.35,1,,3,Одобрена
12791,IT,166643.38,Finance,2026-07-11,Manager → IT → Finance → Procurement,45.1,3,,3,Одобрена
10644,Простая,20863.72,Sales,2026-07-11,Manager → Procurement,16.19,1,,1,Одобрена
14013,Юридическая,551690.07,Operations,2026-07-11,Manager → Finance → Legal → Procurement,67.49,0,,1,Одобрена
14501,Простая,17840.84,Finance,2026-07-11,Manager → Procurement,3.01,0,,0,Одобрена
13149,Юридическая,100000.0,Operations,2026-07-11,Manager → Finance → Legal → Procurement,91.65,0,,0,В процессе
13898,Простая,13906.55,Marketing,2026-07-11,Manager → Procurement,12.85,0,,0,Одобрена
13674,Простая,11296.35,IT,2026-07-11,Manager → Procurement,11.46,0,,1,Одобрена
10142,Простая,12567.67,HR,2026-07-11,Manager → Procurement,3.9,0,Некорректные данные,0,Отклонена
12500,Простая,12136.95,IT,2026-07-12,Manager → Procurement,4.07,0,,0,Одобрена
13304,Юридическая,978085.83,Sales,2026-07-12,Manager → Finance → Legal → Procurement,54.26,1,,3,Одобрена
10149,Простая,20753.48,Operations,2026-07-12,Manager → Procurement,13.7,0,,0,Одобрена
14498,Простая,20701.01,IT,2026-07-12,Manager → Procurement,3.47,0,,0,Одобрена
10781,Простая,18551.33,Administration,2026-07-12,Manager → Procurement,3.95,0,Некорректные данные,0,Отклонена
11611,Простая,35923.34,Finance,2026-07-12,Manager → Finance → Procurement,19.85,0,,0,Одобрена
14910,Простая,9489.32,Operations,2026-07-12,Manager → Procurement,1.71,0,,0,Одобрена
10871,IT,300000.0,HR,2026-07-12,Manager → IT → Finance → Procurement,64.17,2,,3,Одобрена
12197,Простая,20430.12,IT,2026-07-12,Manager → Procurement,15.43,0,,0,Одобрена
10462,Простая,50000.0,IT,2026-07-12,Manager → Procurement,8.09,0,,1,Одобрена
14814,Юридическая,823143.03,IT,2026-07-12,Manager → Finance → Legal → Procurement,32.29,0,,1,Одобрена
10579,Юридическая,450680.05,Operations,2026-07-12,Manager → Finance → Legal → Procurement,66.17,0,,0,Одобрена
11842,IT,75234.29,Administration,2026-07-12,Manager → IT → Finance → Procurement,39.08,0,,0,Одобрена
10877,Простая,8943.88,HR,2026-07-12,Manager → Procurement,12.19,0,,1,Одобрена
11656,Простая,7112.75,Sales,2026-07-12,Manager → Procurement,3.0,0,,1,Одобрена
14897,Простая,14133.67,Finance,2026-07-12,Manager → Procurement,9.12,0,,0,Одобрена
10914,Юридическая,319207.33,Marketing,2026-07-12,Manager → Finance → Legal → Procurement,36.96,0,,0,Одобрена
11958,Простая,12053.43,HR,2026-07-13,Manager → Procurement,5.18,0,,1,Одобрена
13564,Простая,9177.17,Marketing,2026-07-13,Manager → Procurement,3.06,0,,1,Одобрена
13396,Юридическая,237609.94,Sales,2026-07-13,Manager → Legal → Finance → Procurement,26.19,0,,0,Одобрена
10729,Простая,26494.96,Administration,2026-07-13,Manager → Procurement,8.11,0,,0,В процессе
11247,IT,74028.01,Administration,2026-07-13,Manager → IT → Finance → Procurement,31.95,0,,0,Одобрена
13439,Простая,12815.84,Administration,2026-07-13,Manager → Procurement,11.78,0,,0,Одобрена
12317,Простая,31780.48,Operations,2026-07-13,Manager → Procurement,8.14,0,Некорректные данные,0,Отклонена
10039,Простая,9989.91,Operations,2026-07-13,Manager → Procurement,10.6,0,,1,Одобрена
14724,IT,119588.47,Sales,2026-07-13,Manager → IT → Finance → Procurement,14.43,0,,0,Одобрена
10673,Юридическая,192007.49,Sales,2026-07-13,Manager → Finance → Legal → Procurement,62.4,0,,0,Одобрена
12675,IT,36443.58,Sales,2026-07-13,Manager → IT → Finance → Procurement,36.04,0,,1,Одобрена
10901,Простая,8526.2,Operations,2026-07-13,Manager → Procurement,9.71,0,,0,Одобрена
12068,Юридическая,492968.05,Administration,2026-07-13,Manager → Finance → Procurement → Legal,88.56,1,,1,Одобрена
14495,Простая,7708.87,IT,2026-07-13,Manager → Procurement,1.84,0,,0,Одобрена
11372,Юридическая,1117121.34,IT,2026-07-13,Manager → Finance → Legal → Procurement,68.95,0,,0,Одобрена
14558,IT,141513.67,HR,2026-07-13,Manager → IT → Finance → Procurement,25.86,0,,0,Одобрена
11987,Простая,15578.93,HR,2026-07-14,Manager → Procurement,6.92,0,,1,Одобрена
11887,Простая,4829.83,Sales,2026-07-14,Manager → Procurement,2.21,0,Некорректные данные,0,Отклонена
12998,Простая,15003.33,Sales,2026-07-14,Manager → Procurement,6.33,0,,0,Одобрена
11721,Простая,20681.09,Sales,2026-07-14,Manager → Procurement,1.0,0,,0,Одобрена
12768,IT,65034.86,Sales,2026-07-14,Manager → IT → Finance → Procurement,11.06,0,,0,Одобрена
13720,Простая,5909.38,IT,2026-07-14,Manager → Procurement,15.25,1,,3,Одобрена
11100,Простая,25493.47,IT,2026-07-14,Manager → Procurement,8.25,0,,1,Одобрена
14076,Простая,9574.48,IT,2026-07-14,Manager → Procurement,8.41,0,,0,Одобрена
14636,Простая,42096.8,IT,2026-07-14,Manager → Procurement,3.02,0,,0,Одобрена
10723,Простая,14718.25,IT,2026-07-14,Manager → Procurement,12.98,0,,1,Одобрена
10071,Простая,12990.96,Marketing,2026-07-15,Manager → Procurement,15.23,0,,0,Одобрена
10061,IT,88209.6,IT,2026-07-15,Manager → IT → Finance → Procurement,33.93,0,,0,Одобрена
10080,IT,276330.34,Finance,2026-07-15,Manager → IT → Finance → Procurement,13.43,0,,0,Одобрена
14691,Простая,31317.83,Sales,2026-07-15,Manager → Procurement,7.44,0,,0,Одобрена
13688,Юридическая,224762.79,Marketing,2026-07-15,Manager → Finance → Legal → Procurement,34.61,0,Недостаточно бюджета,1,Отклонена
14601,IT,90269.4,Sales,2026-07-15,Manager → Finance → IT → Procurement,27.72,0,,0,Одобрена
14051,Юридическая,394017.99,IT,2026-07-15,Manager → Legal → Finance → Procurement,133.5,0,,0,В процессе
14398,IT,183697.07,Operations,2026-07-15,Manager → IT → Finance → Procurement,40.86,0,,1,Одобрена
12377,Юридическая,274773.06,IT,2026-07-15,Manager → Finance → Legal → Procurement,42.83,0,,0,Одобрена
11019,Простая,6533.78,Finance,2026-07-15,Manager → Procurement,1.0,0,,0,Одобрена
11469,IT,105666.15,Administration,2026-07-15,Manager → IT → Finance → Procurement,55.22,0,,0,Одобрена
11333,IT,40665.83,Sales,2026-07-15,Manager → IT → Finance → Procurement,11.8,0,,0,Одобрена
11930,Простая,9813.55,Administration,2026-07-15,Manager → Procurement,12.67,0,,1,Одобрена
10627,IT,74404.89,Finance,2026-07-15,Manager → IT → Finance → Procurement,7.31,0,,0,В процессе
14243,Простая,4833.43,IT,2026-07-16,Manager → Procurement,1.4,0,,0,Одобрена
10379,Простая,24715.85,Marketing,2026-07-16,Manager → Finance → Procurement,15.65,0,,0,Одобрена
14813,IT,217589.95,HR,2026-07-16,Manager → IT → Finance → Procurement,92.35,2,,4,Одобрена
14098,IT,202321.75,Sales,2026-07-16,Manager → IT → Finance → Procurement,38.8,1,,1,Одобрена
10328,IT,110481.6,Administration,2026-07-16,Manager → IT → Finance → Procurement,60.87,1,,2,Одобрена
14943,IT,141152.8,Operations,2026-07-16,Manager → IT → Finance → Procurement,30.3,0,,0,Одобрена
13621,IT,94689.19,Administration,2026-07-16,Manager → IT → Finance → Procurement,41.53,1,,3,Одобрена
11803,Простая,7984.59,Sales,2026-07-16,Manager → Procurement,10.71,0,,0,Одобрена
14738,Простая,20122.84,IT,2026-07-17,Manager → Procurement,8.11,0,,1,Одобрена
13857,IT,132703.51,Operations,2026-07-17,Manager → IT → Finance → Procurement,14.39,0,,0,Одобрена
12845,Простая,11268.85,IT,2026-07-17,Manager → Procurement,3.42,0,,0,Одобрена
10724,Юридическая,163100.85,Operations,2026-07-17,Manager → Finance → Legal → Procurement,94.42,0,,0,Одобрена
13882,Юридическая,100000.0,Administration,2026-07-17,Manager → Finance → Procurement → Legal,35.36,0,,0,Одобрена
14300,IT,85309.19,IT,2026-07-17,Manager → IT → Finance → Procurement,12.2,0,,1,Одобрена
12872,Простая,3601.13,IT,2026-07-17,Manager → Procurement,11.21,0,,0,Одобрена
10187,Простая,5649.7,IT,2026-07-17,Manager → Procurement,11.38,0,,0,Одобрена
10883,Юридическая,876185.86,Operations,2026-07-18,Manager → Finance → Legal → Procurement,56.84,0,,0,Одобрена
14759,Простая,21465.81,IT,2026-07-18,Manager → Procurement,14.47,0,,1,Одобрена
11998,Простая,6280.58,Sales,2026-07-18,Manager → Procurement,10.16,0,,0,Одобрена
14795,Простая,13160.66,IT,2026-07-18,Manager → Procurement,14.58,0,,1,Одобрена
12900,Простая,32965.06,Marketing,2026-07-18,Manager → Procurement,16.15,0,,1,Одобрена
14878,IT,192009.43,Operations,2026-07-18,Manager → IT → Finance → Procurement,33.12,0,,0,Одобрена
13124,Простая,6085.59,IT,2026-07-18,Manager → Procurement,4.94,0,,0,Одобрена
10890,IT,97820.05,IT,2026-07-18,Manager → IT → Finance → Procurement,33.65,0,,0,Одобрена
10711,Юридическая,244406.33,Operations,2026-07-18,Manager → Finance → Legal → Procurement,30.14,0,,0,Одобрена
12526,Простая,8931.65,Marketing,2026-07-18,Manager → Procurement,2.18,0,,1,Одобрена
10694,Простая,4744.91,Operations,2026-07-18,Manager → Procurement,11.12,0,Некорректные данные,0,Отклонена
12469,IT,78122.47,Operations,2026-07-18,Manager → IT → Finance → Procurement,37.55,0,,1,Одобрена
13745,Простая,11064.54,HR,2026-07-18,Manager → Procurement,10.84,0,Не согласовано руководителем,0,Отклонена
13787,Юридическая,1190326.42,HR,2026-07-18,Manager → Finance → Legal → Procurement,86.37,1,,3,Одобрена
11741,Простая,32346.52,HR,2026-07-18,Manager → Procurement,3.97,0,,0,Одобрена
10236,IT,49417.32,HR,2026-07-18,Manager → IT → Procurement → Finance,72.86,0,,0,Одобрена
10173,Простая,16727.84,Operations,2026-07-19,Manager → Procurement,14.58,0,,0,Одобрена
13716,IT,65384.23,IT,2026-07-19,Manager → IT → Finance → Procurement,34.1,0,,0,Одобрена
11730,Простая,13824.06,HR,2026-07-19,Manager → Procurement,9.54,0,,0,Одобрена
10927,Простая,5867.53,Operations,2026-07-19,Manager → Procurement,1.0,0,,0,Одобрена
13444,Простая,11679.74,Sales,2026-07-19,Manager → Procurement,7.9,0,,1,Одобрена
14359,Простая,17328.23,HR,2026-07-19,Manager → Procurement,3.52,0,,0,Одобрена
14574,Простая,10818.46,Finance,2026-07-19,Manager → Procurement,3.71,0,,1,Одобрена
14685,Юридическая,674978.4,IT,2026-07-19,Manager → Finance → Legal → Procurement,28.24,0,,0,Одобрена
11981,Юридическая,311866.04,Administration,2026-07-19,Manager → Finance → Legal → Procurement,46.13,0,,0,Одобрена
10585,Юридическая,554306.94,Finance,2026-07-19,Manager → Finance → Legal → Procurement,74.65,0,,0,Одобрена
11278,Простая,33238.95,Finance,2026-07-19,Manager → Procurement,14.15,0,,0,Одобрена
14301,Простая,14470.23,Operations,2026-07-19,Manager → Procurement,21.12,0,,0,Одобрена
10745,IT,64409.89,Finance,2026-07-20,Manager → IT → Finance → Procurement,69.03,1,,3,Одобрена
12203,Юридическая,747417.65,IT,2026-07-20,Manager → Finance → Legal → Procurement,35.0,0,,0,Одобрена
10019,IT,59845.54,HR,2026-07-20,Manager → IT → Finance → Procurement,45.92,2,,3,Одобрена
